load,Q,P,COP,tr_cw,G_cw,ts_cw,tr_chw,G_chw,ts_chw,Te,Pe,Tc,Pc,
0.533 ,1218.1 ,210.7 ,5.7803 ,24,50.1 ,30.9 ,10,43.7 ,3.4 ,2.6 ,321 ,31.2 ,798 ,
0.648 ,1481.7 ,213.7 ,6.9334 ,24,50.1 ,32.1 ,12,109.2 ,8.8 ,4.8 ,348 ,32.3 ,822 ,
0.636 ,1453.0 ,213.6 ,6.8016 ,24,50.1 ,32.0 ,12,98.3 ,8.5 ,4.7 ,346 ,32.3 ,822 ,
0.623 ,1424.1 ,213.7 ,6.6656 ,24,50.1 ,31.9 ,12,87.3 ,8.1 ,4.5 ,343 ,32.3 ,822 ,
0.696 ,1590.0 ,219.1 ,7.2581 ,24,50.1 ,32.7 ,12,76.4 ,7.0 ,6.0 ,362 ,33.2 ,843 ,
0.670 ,1530.7 ,216.9 ,7.0568 ,24,50.1 ,32.4 ,12,65.5 ,6.4 ,5.5 ,355 ,32.9 ,836 ,
0.637 ,1454.5 ,214.5 ,6.7802 ,24,50.1 ,32.0 ,12,54.6 ,5.7 ,4.8 ,347 ,32.5 ,826 ,
0.591 ,1350.6 ,211.8 ,6.3777 ,24,50.1 ,31.5 ,12,43.7 ,4.7 ,3.8 ,335 ,31.9 ,812 ,
0.531 ,1212.9 ,210.8 ,5.7541 ,24,50.1 ,30.8 ,12,32.8 ,3.2 ,2.5 ,321 ,31.2 ,797 ,
0.447 ,1020.4 ,232.5 ,4.3889 ,24,37.6 ,32.0 ,6,87.3 ,3.2 ,2.0 ,315 ,32.1 ,818 ,
0.446 ,1020.0 ,232.6 ,4.3860 ,24,37.6 ,32.0 ,6,76.4 ,2.8 ,2.0 ,315 ,32.1 ,818 ,
0.447 ,1021.1 ,233.8 ,4.3672 ,24,37.6 ,32.0 ,8,109.2 ,5.8 ,2.1 ,316 ,32.3 ,821 ,
0.447 ,1021.7 ,233.7 ,4.3720 ,24,37.6 ,32.0 ,8,98.3 ,5.5 ,2.1 ,316 ,32.3 ,821 ,
0.448 ,1022.6 ,233.5 ,4.3794 ,24,37.6 ,32.0 ,8,87.3 ,5.2 ,2.1 ,316 ,32.2 ,821 ,
0.508 ,1161.7 ,227.3 ,5.1102 ,24,37.6 ,32.9 ,8,76.4 ,4.4 ,3.5 ,331 ,33.1 ,842 ,
0.497 ,1135.5 ,227.5 ,4.9919 ,24,37.6 ,32.7 ,10,109.2 ,7.5 ,3.2 ,328 ,32.9 ,836 ,
0.472 ,1077.5 ,229.0 ,4.7055 ,24,37.6 ,32.4 ,10,76.4 ,6.7 ,2.6 ,321 ,32.5 ,826 ,
0.464 ,1060.5 ,229.4 ,4.6237 ,24,37.6 ,32.3 ,10,65.5 ,6.2 ,2.4 ,319 ,32.3 ,822 ,
0.526 ,1202.9 ,227.4 ,5.2894 ,24,37.6 ,33.2 ,10,54.6 ,4.8 ,3.9 ,337 ,33.5 ,850 ,
0.492 ,1124.2 ,228.7 ,4.9161 ,24,37.6 ,32.7 ,10,43.7 ,3.9 ,3.1 ,328 ,32.9 ,837 ,
0.452 ,1032.1 ,234.9 ,4.3947 ,24,37.6 ,32.1 ,10,32.8 ,2.5 ,2.3 ,319 ,32.5 ,828 ,
0.544 ,1242.4 ,224.9 ,5.5247 ,24,37.6 ,33.4 ,12,87.3 ,8.6 ,4.1 ,339 ,33.4 ,849 ,
0.525 ,1199.7 ,227.1 ,5.2825 ,24,37.6 ,33.1 ,12,76.4 ,8.3 ,3.9 ,336 ,33.4 ,849 ,
0.588 ,1342.5 ,227.8 ,5.8935 ,24,37.6 ,34.1 ,12,54.6 ,6.2 ,5.3 ,353 ,34.4 ,872 ,
0.548 ,1253.0 ,227.0 ,5.5207 ,24,37.6 ,33.5 ,12,43.7 ,5.2 ,4.4 ,343 ,33.8 ,857 ,
0.493 ,1126.7 ,228.6 ,4.9290 ,24,37.6 ,32.7 ,12,32.8 ,3.8 ,3.2 ,328 ,32.9 ,838 ,
0.572 ,1307.0 ,199.2 ,6.5601 ,26,125.3 ,28.9 ,6,109.2 ,3.2 ,2.1 ,316 ,29.6 ,761 ,
0.656 ,1499.4 ,202.5 ,7.4027 ,26,125.3 ,29.3 ,8,109.2 ,4.7 ,3.6 ,333 ,30.1 ,771 ,
0.653 ,1492.4 ,202.8 ,7.3606 ,26,125.3 ,29.3 ,8,98.3 ,4.4 ,3.6 ,333 ,30.1 ,773 ,
0.635 ,1451.3 ,202.6 ,7.1622 ,26,125.3 ,29.2 ,8,87.3 ,4.1 ,3.4 ,330 ,30.2 ,774 ,
0.606 ,1383.8 ,200.1 ,6.9137 ,26,125.3 ,29.0 ,8,76.4 ,3.7 ,2.7 ,322 ,29.8 ,765 ,
0.580 ,1326.1 ,199.4 ,6.6502 ,26,125.3 ,28.9 ,8,65.5 ,3.2 ,2.2 ,317 ,29.6 ,762 ,
0.740 ,1690.4 ,208.5 ,8.1078 ,26,125.3 ,29.6 ,10,109.2 ,6.3 ,5.1 ,351 ,30.5 ,782 ,
0.734 ,1677.5 ,208.5 ,8.0452 ,26,125.3 ,29.6 ,10,98.3 ,5.9 ,5.1 ,351 ,30.6 ,784 ,
0.706 ,1612.6 ,205.8 ,7.8357 ,26,125.3 ,29.5 ,10,87.3 ,5.6 ,4.5 ,344 ,30.3 ,778 ,
0.683 ,1560.8 ,204.2 ,7.6428 ,26,125.3 ,29.4 ,10,76.4 ,5.1 ,4.1 ,339 ,30.2 ,775 ,
0.655 ,1497.2 ,202.4 ,7.3978 ,26,125.3 ,29.3 ,10,65.5 ,4.6 ,3.6 ,333 ,30.0 ,771 ,
0.619 ,1413.9 ,200.7 ,7.0460 ,26,125.3 ,29.1 ,10,54.6 ,3.8 ,2.9 ,325 ,29.8 ,767 ,
0.539 ,1230.9 ,213.1 ,5.7755 ,26,125.3 ,28.8 ,10,43.7 ,3.3 ,2.9 ,325 ,31.7 ,808 ,
0.823 ,1880.1 ,216.6 ,8.6820 ,26,125.3 ,30.0 ,12,109.2 ,7.9 ,6.7 ,370 ,31.0 ,794 ,
0.816 ,1863.4 ,216.1 ,8.6212 ,26,125.3 ,30.0 ,12,98.3 ,7.5 ,6.6 ,369 ,31.1 ,795 ,
0.785 ,1794.1 ,212.6 ,8.4385 ,26,125.3 ,29.9 ,12,87.3 ,7.1 ,6.0 ,362 ,30.8 ,788 ,
0.760 ,1736.8 ,210.2 ,8.2607 ,26,125.3 ,29.7 ,12,76.4 ,6.6 ,5.5 ,356 ,30.7 ,785 ,
0.729 ,1665.5 ,207.6 ,8.0233 ,26,125.3 ,29.6 ,12,65.5 ,6.0 ,4.9 ,349 ,30.5 ,781 ,
0.689 ,1574.2 ,204.6 ,7.6934 ,26,125.3 ,29.4 ,12,54.6 ,5.1 ,4.2 ,340 ,30.2 ,776 ,
0.595 ,1358.6 ,214.0 ,6.3475 ,26,125.3 ,29.0 ,12,43.7 ,4.6 ,4.1 ,339 ,32.3 ,822 ,
0.493 ,1126.8 ,226.5 ,4.9758 ,26,125.3 ,28.6 ,12,32.8 ,3.8 ,3.0 ,326 ,32.7 ,832 ,
0.565 ,1289.9 ,200.7 ,6.4266 ,26,112.7 ,29.2 ,6,109.2 ,3.2 ,2.1 ,316 ,29.8 ,766 ,
0.648 ,1481.1 ,203.7 ,7.2719 ,26,112.7 ,29.6 ,8,109.2 ,4.8 ,3.7 ,334 ,30.3 ,778 ,
0.635 ,1450.0 ,203.0 ,7.1439 ,26,112.7 ,29.5 ,8,98.3 ,4.5 ,3.4 ,331 ,30.3 ,776 ,
0.626 ,1430.4 ,203.4 ,7.0335 ,26,112.7 ,29.5 ,8,87.3 ,4.1 ,3.3 ,330 ,30.4 ,778 ,
0.609 ,1392.4 ,203.2 ,6.8532 ,26,112.7 ,29.4 ,8,76.4 ,3.7 ,3.1 ,327 ,30.3 ,778 ,
0.574 ,1311.1 ,200.9 ,6.5275 ,26,112.7 ,29.2 ,8,65.5 ,3.2 ,2.3 ,318 ,29.9 ,767 ,
0.731 ,1671.0 ,209.4 ,7.9803 ,26,112.7 ,30.0 ,10,109.2 ,6.4 ,5.2 ,352 ,30.9 ,789 ,
0.716 ,1636.3 ,208.2 ,7.8603 ,26,112.7 ,29.9 ,10,98.3 ,6.0 ,4.9 ,348 ,30.8 ,787 ,
0.698 ,1594.4 ,206.8 ,7.7094 ,26,112.7 ,29.8 ,10,87.3 ,5.7 ,4.6 ,344 ,30.6 ,785 ,
0.686 ,1566.5 ,207.6 ,7.5468 ,26,112.7 ,29.8 ,10,76.4 ,5.1 ,4.5 ,344 ,30.9 ,791 ,
0.648 ,1480.2 ,203.6 ,7.2687 ,26,112.7 ,29.6 ,10,65.5 ,4.6 ,3.6 ,333 ,30.3 ,778 ,
0.612 ,1399.0 ,202.0 ,6.9264 ,26,112.7 ,29.4 ,10,54.6 ,3.9 ,3.0 ,326 ,30.1 ,773 ,
0.540 ,1233.3 ,213.5 ,5.7762 ,26,112.7 ,29.1 ,10,43.7 ,3.3 ,3.0 ,326 ,31.7 ,809 ,
0.814 ,1859.9 ,217.2 ,8.5616 ,26,112.7 ,30.4 ,12,109.2 ,7.9 ,6.7 ,371 ,31.4 ,801 ,
0.797 ,1821.5 ,215.5 ,8.4543 ,26,112.7 ,30.3 ,12,98.3 ,7.6 ,6.4 ,367 ,31.3 ,799 ,
0.787 ,1799.2 ,215.0 ,8.3671 ,26,112.7 ,30.3 ,12,87.3 ,7.1 ,6.3 ,366 ,31.4 ,801 ,
0.752 ,1718.8 ,211.2 ,8.1396 ,26,112.7 ,30.1 ,12,76.4 ,6.6 ,5.6 ,357 ,31.0 ,792 ,
0.721 ,1648.5 ,208.6 ,7.9030 ,26,112.7 ,30.0 ,12,65.5 ,6.0 ,5.0 ,350 ,30.8 ,788 ,
0.682 ,1558.5 ,205.7 ,7.5758 ,26,112.7 ,29.8 ,12,54.6 ,5.2 ,4.3 ,341 ,30.5 ,782 ,
0.596 ,1360.9 ,214.6 ,6.3423 ,26,112.7 ,29.4 ,12,43.7 ,4.6 ,4.1 ,339 ,32.4 ,824 ,
0.493 ,1126.1 ,227.8 ,4.9432 ,26,112.7 ,28.9 ,12,32.8 ,3.8 ,3.1 ,327 ,32.9 ,835 ,
0.555 ,1268.6 ,202.7 ,6.2584 ,26,100.2 ,29.5 ,6,109.2 ,3.2 ,2.2 ,317 ,30.1 ,773 ,
0.643 ,1470.2 ,204.3 ,7.1971 ,26,100.2 ,30.0 ,8,109.2 ,4.8 ,3.7 ,334 ,30.5 ,781 ,
0.624 ,1425.1 ,204.5 ,6.9698 ,26,100.2 ,29.9 ,8,98.3 ,4.6 ,3.4 ,331 ,30.6 ,783 ,
0.609 ,1391.5 ,203.9 ,6.8255 ,26,100.2 ,29.8 ,8,87.3 ,4.2 ,3.2 ,328 ,30.5 ,781 ,
0.601 ,1373.9 ,204.1 ,6.7301 ,26,100.2 ,29.8 ,8,76.4 ,3.7 ,3.1 ,327 ,30.5 ,782 ,
0.565 ,1292.0 ,202.8 ,6.3715 ,26,100.2 ,29.6 ,8,65.5 ,3.3 ,2.4 ,319 ,30.2 ,774 ,
0.728 ,1663.3 ,209.8 ,7.9293 ,26,100.2 ,30.5 ,10,109.2 ,6.4 ,5.2 ,352 ,31.0 ,792 ,
0.705 ,1609.8 ,209.3 ,7.6929 ,26,100.2 ,30.4 ,10,98.3 ,6.1 ,4.9 ,349 ,31.1 ,795 ,
0.688 ,1571.9 ,208.2 ,7.5514 ,26,100.2 ,30.3 ,10,87.3 ,5.7 ,4.6 ,345 ,31.0 ,793 ,
0.676 ,1545.7 ,208.3 ,7.4218 ,26,100.2 ,30.2 ,10,76.4 ,5.2 ,4.5 ,344 ,31.1 ,795 ,
0.639 ,1459.9 ,205.2 ,7.1143 ,26,100.2 ,30.0 ,10,65.5 ,4.7 ,3.7 ,334 ,30.7 ,785 ,
0.603 ,1378.5 ,203.6 ,6.7700 ,26,100.2 ,29.8 ,10,54.6 ,4.0 ,3.1 ,327 ,30.4 ,780 ,
0.540 ,1234.6 ,214.0 ,5.7695 ,26,100.2 ,29.5 ,10,43.7 ,3.3 ,3.0 ,327 ,31.8 ,811 ,
0.802 ,1833.6 ,216.9 ,8.4516 ,26,100.2 ,30.9 ,12,109.2 ,8.0 ,6.6 ,370 ,31.5 ,805 ,
0.786 ,1796.7 ,216.5 ,8.2999 ,26,100.2 ,30.8 ,12,98.3 ,7.6 ,6.5 ,368 ,31.7 ,809 ,
0.767 ,1751.6 ,214.5 ,8.1645 ,26,100.2 ,30.7 ,12,87.3 ,7.2 ,6.1 ,363 ,31.6 ,805 ,
0.742 ,1696.1 ,212.4 ,7.9863 ,26,100.2 ,30.6 ,12,76.4 ,6.7 ,5.6 ,358 ,31.4 ,802 ,
0.712 ,1627.0 ,209.9 ,7.7509 ,26,100.2 ,30.4 ,12,65.5 ,6.1 ,5.1 ,351 ,31.2 ,797 ,
0.673 ,1538.8 ,207.2 ,7.4269 ,26,100.2 ,30.2 ,12,54.6 ,5.3 ,4.4 ,342 ,30.9 ,791 ,
0.603 ,1377.0 ,214.5 ,6.4209 ,26,100.2 ,29.8 ,12,43.7 ,4.5 ,4.2 ,341 ,32.4 ,824 ,
0.501 ,1143.7 ,227.0 ,5.0382 ,26,100.2 ,29.3 ,12,32.8 ,3.7 ,3.2 ,329 ,32.9 ,837 ,
0.553 ,1262.9 ,205.8 ,6.1354 ,26,87.7 ,30.0 ,6,109.2 ,3.3 ,2.5 ,320 ,30.6 ,784 ,
0.532 ,1215.5 ,205.7 ,5.9102 ,26,87.7 ,29.9 ,6,98.3 ,3.1 ,2.1 ,315 ,30.4 ,780 ,
0.630 ,1440.6 ,205.3 ,7.0186 ,26,87.7 ,30.5 ,8,109.2 ,4.9 ,3.6 ,333 ,30.7 ,786 ,
0.618 ,1413.3 ,205.2 ,6.8868 ,26,87.7 ,30.4 ,8,98.3 ,4.6 ,3.5 ,331 ,30.7 ,787 ,
0.597 ,1364.2 ,206.2 ,6.6165 ,26,87.7 ,30.3 ,8,87.3 ,4.3 ,3.3 ,329 ,30.9 ,790 ,
0.578 ,1321.2 ,205.7 ,6.4227 ,26,87.7 ,30.2 ,8,76.4 ,3.9 ,2.9 ,325 ,30.8 ,787 ,
0.566 ,1292.8 ,206.2 ,6.2690 ,26,87.7 ,30.1 ,8,65.5 ,3.3 ,2.8 ,323 ,30.8 ,788 ,
0.706 ,1613.9 ,210.3 ,7.6759 ,26,87.7 ,31.0 ,10,109.2 ,6.5 ,5.1 ,351 ,31.3 ,800 ,
0.692 ,1581.8 ,209.8 ,7.5389 ,26,87.7 ,30.9 ,10,98.3 ,6.2 ,4.9 ,348 ,31.3 ,800 ,
0.675 ,1542.6 ,210.0 ,7.3456 ,26,87.7 ,30.8 ,10,87.3 ,5.8 ,4.7 ,346 ,31.5 ,804 ,
0.654 ,1494.2 ,208.7 ,7.1594 ,26,87.7 ,30.7 ,10,76.4 ,5.4 ,4.3 ,342 ,31.3 ,800 ,
0.639 ,1459.4 ,208.9 ,6.9875 ,26,87.7 ,30.6 ,10,65.5 ,4.7 ,4.2 ,339 ,31.4 ,802 ,
0.594 ,1356.5 ,206.1 ,6.5822 ,26,87.7 ,30.3 ,10,54.6 ,4.1 ,3.2 ,328 ,30.9 ,790 ,
0.549 ,1254.3 ,205.5 ,6.1043 ,26,87.7 ,30.0 ,10,43.7 ,3.2 ,2.4 ,319 ,30.5 ,782 ,
0.445 ,1016.3 ,238.6 ,4.2593 ,26,87.7 ,29.4 ,10,32.8 ,2.6 ,2.4 ,319 ,32.7 ,831 ,
0.788 ,1801.7 ,219.5 ,8.2088 ,26,87.7 ,31.5 ,12,109.2 ,8.1 ,6.9 ,373 ,32.4 ,824 ,
0.778 ,1777.4 ,216.7 ,8.2033 ,26,87.7 ,31.5 ,12,98.3 ,7.7 ,6.4 ,368 ,31.9 ,813 ,
0.753 ,1720.8 ,216.1 ,7.9635 ,26,87.7 ,31.3 ,12,87.3 ,7.3 ,6.2 ,364 ,32.1 ,817 ,
0.729 ,1666.8 ,214.0 ,7.7873 ,26,87.7 ,31.2 ,12,76.4 ,6.8 ,5.7 ,359 ,31.9 ,813 ,
0.708 ,1616.8 ,213.8 ,7.5618 ,26,87.7 ,31.0 ,12,65.5 ,6.1 ,5.5 ,356 ,32.1 ,817 ,
0.663 ,1514.4 ,209.1 ,7.2425 ,26,87.7 ,30.7 ,12,54.6 ,5.4 ,4.5 ,343 ,31.4 ,801 ,
0.607 ,1386.6 ,214.5 ,6.4643 ,26,87.7 ,30.4 ,12,43.7 ,4.5 ,4.3 ,341 ,32.4 ,825 ,
0.488 ,1114.5 ,233.3 ,4.7779 ,26,87.7 ,29.7 ,12,32.8 ,3.9 ,3.4 ,330 ,33.4 ,847 ,
0.527 ,1205.0 ,209.7 ,5.7464 ,26,75.2 ,30.5 ,6,109.2 ,3.4 ,2.4 ,319 ,31.0 ,793 ,
0.517 ,1180.4 ,210.1 ,5.6194 ,26,75.2 ,30.4 ,6,98.3 ,3.1 ,2.2 ,316 ,30.9 ,791 ,
0.608 ,1389.7 ,210.3 ,6.6068 ,26,75.2 ,31.1 ,8,109.2 ,5.0 ,3.9 ,336 ,31.7 ,808 ,
0.596 ,1361.5 ,209.9 ,6.4853 ,26,75.2 ,31.0 ,8,98.3 ,4.7 ,3.7 ,334 ,31.6 ,806 ,
0.584 ,1334.8 ,207.4 ,6.4369 ,26,75.2 ,30.9 ,8,87.3 ,4.4 ,3.2 ,328 ,31.1 ,794 ,
0.569 ,1300.4 ,207.7 ,6.2618 ,26,75.2 ,30.8 ,8,76.4 ,4.0 ,3.0 ,326 ,31.1 ,794 ,
0.550 ,1257.4 ,209.7 ,5.9950 ,26,75.2 ,30.7 ,8,65.5 ,3.4 ,2.8 ,324 ,31.3 ,798 ,
0.512 ,1169.2 ,210.3 ,5.5608 ,26,75.2 ,30.4 ,8,54.6 ,2.9 ,2.1 ,315 ,30.9 ,790 ,
0.689 ,1573.8 ,214.7 ,7.3301 ,26,75.2 ,31.7 ,10,109.2 ,6.6 ,5.4 ,355 ,32.4 ,824 ,
0.677 ,1547.6 ,211.2 ,7.3285 ,26,75.2 ,31.6 ,10,98.3 ,6.3 ,4.9 ,348 ,31.7 ,809 ,
0.659 ,1506.9 ,210.6 ,7.1552 ,26,75.2 ,31.5 ,10,87.3 ,5.9 ,4.6 ,345 ,31.7 ,808 ,
0.644 ,1471.7 ,210.4 ,6.9933 ,26,75.2 ,31.4 ,10,76.4 ,5.4 ,4.4 ,342 ,31.7 ,808 ,
0.612 ,1399.1 ,210.5 ,6.6470 ,26,75.2 ,31.1 ,10,65.5 ,4.9 ,4.0 ,337 ,31.7 ,809 ,
0.580 ,1324.8 ,209.6 ,6.3218 ,26,75.2 ,30.9 ,10,54.6 ,4.2 ,3.4 ,330 ,31.4 ,803 ,
0.537 ,1226.0 ,209.5 ,5.8524 ,26,75.2 ,30.6 ,10,43.7 ,3.3 ,2.5 ,321 ,31.1 ,794 ,
0.436 ,995.4 ,243.8 ,4.0823 ,26,75.2 ,30.0 ,10,32.8 ,2.8 ,2.4 ,319 ,32.8 ,835 ,
0.769 ,1757.6 ,221.4 ,7.9367 ,26,75.2 ,32.3 ,12,109.2 ,8.2 ,7.0 ,374 ,33.1 ,840 ,
0.748 ,1709.9 ,216.9 ,7.8847 ,26,75.2 ,32.2 ,12,98.3 ,7.9 ,6.3 ,365 ,32.3 ,823 ,
0.733 ,1676.0 ,216.0 ,7.7584 ,26,75.2 ,32.1 ,12,87.3 ,7.4 ,6.0 ,362 ,32.3 ,822 ,
0.717 ,1637.7 ,215.4 ,7.6042 ,26,75.2 ,31.9 ,12,76.4 ,6.9 ,5.8 ,359 ,32.3 ,822 ,
0.684 ,1562.9 ,214.4 ,7.2905 ,26,75.2 ,31.7 ,12,65.5 ,6.3 ,5.3 ,354 ,32.3 ,823 ,
0.648 ,1479.7 ,212.1 ,6.9755 ,26,75.2 ,31.4 ,12,54.6 ,5.6 ,4.6 ,345 ,32.0 ,816 ,
0.601 ,1372.8 ,215.9 ,6.3569 ,26,75.2 ,31.1 ,12,43.7 ,4.5 ,4.4 ,342 ,32.6 ,830 ,
0.479 ,1094.4 ,237.2 ,4.6133 ,26,75.2 ,30.3 ,12,32.8 ,4.1 ,3.4 ,330 ,33.6 ,852 ,
0.504 ,1152.1 ,216.6 ,5.3184 ,26,62.6 ,31.3 ,6,109.2 ,3.5 ,2.5 ,320 ,31.7 ,807 ,
0.495 ,1132.0 ,217.3 ,5.2092 ,26,62.6 ,31.2 ,6,98.3 ,3.3 ,2.3 ,318 ,31.6 ,806 ,
0.483 ,1104.5 ,218.4 ,5.0580 ,26,62.6 ,31.1 ,6,87.3 ,3.0 ,2.1 ,315 ,31.5 ,803 ,
0.585 ,1335.8 ,215.3 ,6.2030 ,26,62.6 ,32.0 ,8,109.2 ,5.1 ,4.0 ,338 ,32.4 ,825 ,
0.573 ,1309.4 ,215.2 ,6.0855 ,26,62.6 ,31.9 ,8,98.3 ,4.8 ,3.8 ,335 ,32.3 ,823 ,
0.526 ,1202.3 ,214.0 ,5.6183 ,26,62.6 ,31.4 ,8,65.5 ,3.6 ,2.7 ,323 ,31.6 ,807 ,
0.502 ,1146.6 ,217.6 ,5.2685 ,26,62.6 ,31.2 ,8,54.6 ,3.0 ,2.5 ,320 ,31.7 ,810 ,
0.663 ,1515.8 ,218.7 ,6.9324 ,26,62.6 ,32.7 ,10,109.2 ,6.7 ,5.6 ,357 ,33.2 ,844 ,
0.650 ,1486.0 ,217.9 ,6.8198 ,26,62.6 ,32.5 ,10,98.3 ,6.4 ,5.3 ,354 ,33.1 ,841 ,
0.635 ,1450.0 ,217.1 ,6.6799 ,26,62.6 ,32.4 ,10,87.3 ,6.1 ,5.0 ,350 ,32.9 ,837 ,
0.615 ,1406.1 ,216.2 ,6.5025 ,26,62.6 ,32.2 ,10,76.4 ,5.6 ,4.6 ,345 ,32.7 ,832 ,
0.592 ,1352.0 ,213.3 ,6.3384 ,26,62.6 ,32.0 ,10,65.5 ,5.1 ,3.9 ,337 ,32.1 ,819 ,
0.560 ,1280.7 ,215.1 ,5.9550 ,26,62.6 ,31.7 ,10,54.6 ,4.4 ,3.6 ,332 ,32.2 ,820 ,
0.529 ,1208.1 ,218.2 ,5.5372 ,26,62.6 ,31.5 ,10,43.7 ,3.4 ,3.2 ,328 ,32.3 ,822 ,
0.427 ,974.6 ,249.6 ,3.9047 ,26,62.6 ,30.7 ,10,32.8 ,2.9 ,2.4 ,319 ,33.0 ,839 ,
0.742 ,1696.0 ,224.7 ,7.5492 ,26,62.6 ,33.4 ,12,109.2 ,8.3 ,7.1 ,376 ,34.0 ,862 ,
0.728 ,1662.6 ,223.4 ,7.4426 ,26,62.6 ,33.2 ,12,98.3 ,8.0 ,6.9 ,373 ,33.8 ,859 ,
0.710 ,1622.2 ,221.9 ,7.3092 ,26,62.6 ,33.1 ,12,87.3 ,7.6 ,6.5 ,368 ,33.7 ,855 ,
0.688 ,1573.1 ,220.3 ,7.1398 ,26,62.6 ,32.9 ,12,76.4 ,7.1 ,6.1 ,363 ,33.5 ,849 ,
0.667 ,1524.4 ,216.5 ,7.0395 ,26,62.6 ,32.7 ,12,65.5 ,6.5 ,5.4 ,354 ,32.8 ,834 ,
0.626 ,1431.5 ,216.9 ,6.6007 ,26,62.6 ,32.3 ,12,54.6 ,5.8 ,4.9 ,348 ,32.9 ,836 ,
0.587 ,1341.8 ,218.4 ,6.1444 ,26,62.6 ,32.0 ,12,43.7 ,4.7 ,4.4 ,342 ,32.9 ,837 ,
0.474 ,1083.3 ,227.8 ,4.7563 ,26,50.1 ,32.3 ,6,109.2 ,3.6 ,2.5 ,321 ,32.4 ,824 ,
0.464 ,1060.9 ,231.3 ,4.5859 ,26,50.1 ,32.2 ,6,98.3 ,3.4 ,2.5 ,320 ,32.5 ,828 ,
0.453 ,1035.6 ,233.3 ,4.4391 ,26,50.1 ,32.1 ,6,87.3 ,3.2 ,2.3 ,318 ,32.4 ,825 ,
0.440 ,1004.9 ,236.2 ,4.2545 ,26,50.1 ,32.0 ,6,76.4 ,2.9 ,2.0 ,315 ,32.3 ,822 ,
0.550 ,1256.7 ,224.7 ,5.5925 ,26,50.1 ,33.1 ,8,109.2 ,5.3 ,4.2 ,341 ,33.5 ,850 ,
0.539 ,1231.2 ,225.2 ,5.4681 ,26,50.1 ,33.0 ,8,98.3 ,5.0 ,4.0 ,338 ,33.4 ,848 ,
0.527 ,1203.8 ,225.4 ,5.3415 ,26,50.1 ,32.9 ,8,87.3 ,4.7 ,3.8 ,335 ,33.2 ,844 ,
0.511 ,1168.4 ,226.2 ,5.1650 ,26,50.1 ,32.7 ,8,76.4 ,4.4 ,3.5 ,331 ,33.0 ,840 ,
0.492 ,1123.9 ,227.8 ,4.9337 ,26,50.1 ,32.5 ,8,65.5 ,3.9 ,3.1 ,327 ,32.8 ,835 ,
0.467 ,1066.8 ,230.9 ,4.6193 ,26,50.1 ,32.2 ,8,54.6 ,3.4 ,2.6 ,321 ,32.6 ,828 ,
0.626 ,1429.7 ,226.1 ,6.3228 ,26,50.1 ,34.0 ,10,109.2 ,6.9 ,5.8 ,360 ,34.4 ,873 ,
0.614 ,1403.5 ,225.5 ,6.2244 ,26,50.1 ,33.8 ,10,98.3 ,6.6 ,5.6 ,357 ,34.2 ,869 ,
0.600 ,1370.8 ,225.0 ,6.0915 ,26,50.1 ,33.7 ,10,87.3 ,6.3 ,5.3 ,353 ,34.1 ,864 ,
0.582 ,1330.4 ,224.7 ,5.9213 ,26,50.1 ,33.5 ,10,76.4 ,5.9 ,4.9 ,349 ,33.9 ,859 ,
0.560 ,1280.1 ,224.6 ,5.6994 ,26,50.1 ,33.2 ,10,65.5 ,5.4 ,4.5 ,343 ,33.6 ,853 ,
0.493 ,1127.5 ,227.1 ,4.9654 ,26,50.1 ,32.5 ,10,43.7 ,3.9 ,3.1 ,327 ,32.8 ,833 ,
0.443 ,1011.3 ,244.2 ,4.1417 ,26,50.1 ,32.0 ,10,32.8 ,2.7 ,2.6 ,322 ,33.1 ,842 ,
0.613 ,1399.8 ,223.3 ,6.2687 ,26,50.1 ,33.8 ,12,109.2 ,9.0 ,5.3 ,354 ,33.9 ,860 ,
0.689 ,1574.3 ,229.6 ,6.8560 ,26,50.1 ,34.7 ,12,98.3 ,8.2 ,7.1 ,376 ,35.1 ,890 ,
0.670 ,1530.5 ,229.1 ,6.6809 ,26,50.1 ,34.5 ,12,87.3 ,7.8 ,6.8 ,372 ,35.0 ,888 ,
0.653 ,1492.3 ,227.3 ,6.5654 ,26,50.1 ,34.3 ,12,76.4 ,7.4 ,6.4 ,367 ,34.7 ,880 ,
0.628 ,1435.9 ,226.0 ,6.3521 ,26,50.1 ,34.0 ,12,65.5 ,6.8 ,5.9 ,360 ,34.4 ,873 ,
0.554 ,1266.2 ,224.7 ,5.6363 ,26,50.1 ,33.2 ,12,43.7 ,5.1 ,4.3 ,342 ,33.5 ,852 ,
0.421 ,962.1 ,265.7 ,3.6206 ,26,37.6 ,33.9 ,6,109.2 ,3.9 ,3.0 ,326 ,34.1 ,865 ,
0.413 ,944.1 ,269.2 ,3.5064 ,26,37.6 ,33.8 ,6,98.3 ,3.7 ,2.9 ,324 ,34.0 ,863 ,
0.392 ,894.6 ,281.4 ,3.1787 ,26,37.6 ,33.5 ,6,76.4 ,3.2 ,2.4 ,319 ,33.8 ,857 ,
0.373 ,853.2 ,295.7 ,2.8858 ,26,37.6 ,33.4 ,6,65.5 ,2.9 ,2.1 ,315 ,33.6 ,852 ,
